ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text
261	WALLACE	0	0	0	0	0	0	0	0	0	0	Now, wait.
262	WALLACE	0	0	0	0	0	0	0	0	0	0	I'd like to hear from...
263	TRUMP	0	0	0	0	0	0	0	0	0	0	Well -- well, but she said one thing.
264	WALLACE	0	0	0	0	0	0	0	0	0	0	I'd like to hear -- I'd like to hear from Secretary Clinton.
265	CLINTON	1	0	0	0	0	1	0	0	0	0	I voted for border security, and there are...
266	TRUMP	0	0	0	0	0	0	0	0	0	0	And the wall.
267	CLINTON	1	0	0	0	0	1	0	0	0	0	There are some limited places where that was appropriate.
268	CLINTON	1	0	0	0	0	1	0	0	0	0	There also is necessarily going to be new technology and how best to deploy that.
269	CLINTON	0	0	0	0	0	0	0	0	0	0	But it is clear, when you look at what Donald has been proposing, he started his campaign bashing immigrants, calling Mexican immigrants rapists and criminals and drug dealers, that he has a very different view about what we should do to deal with immigrants.
270	CLINTON	1	0	0	0	0	0	0	0	0	1	Now, what I am also arguing is that bringing undocumented immigrants out from the shadows, putting them into the formal economy will be good, because then employers can't exploit them and undercut Americans' wages.
271	CLINTON	1	0	0	0	0	0	0	0	0	1	And Donald knows a lot about this.
272	CLINTON	5	0	0	0	0	1	1	1	1	1	He used undocumented labor to build the Trump Tower.
273	CLINTON	4	0	0	0	0	1	0	1	1	1	"He underpaid undocumented workers, and when they complained, he basically said what a lot of employers do: ""You complain, I'll get you deported."""
274	CLINTON	2	0	0	0	0	0	0	1	1	0	I want to get everybody out of the shadows, get the economy working, and not let employers like Donald exploit undocumented workers, which hurts them, but also hurts American workers.
275	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump?
276	TRUMP	3	1	0	0	0	1	0	1	0	0	President Obama has moved millions of people out.
277	TRUMP	1	0	0	0	0	1	0	0	0	0	Nobody knows about it, nobody talks about it.
278	TRUMP	3	1	0	0	0	1	0	1	0	0	But under Obama, millions of people have been moved out of this country.
279	TRUMP	1	0	0	0	0	1	0	0	0	0	They've been deported.
280	TRUMP	0	0	0	0	0	0	0	0	0	0	She doesn't want to say that, but that's what's happened, and that's what happened big league.
281	TRUMP	0	0	0	0	0	0	0	0	0	0	As far as moving these people out and moving -- we either have a country or we don't.
282	TRUMP	0	0	0	0	0	0	0	0	0	0	We're a country of laws.
283	TRUMP	0	0	0	0	0	0	0	0	0	0	We either have a border or we don't.
284	TRUMP	0	0	0	0	0	0	0	0	0	0	Now, you can come back in and you can become a citizen.
285	TRUMP	0	0	0	0	0	0	0	0	0	0	But it's very unfair.
286	TRUMP	0	0	0	0	0	0	0	0	0	0	We have millions of people that did it the right way.
287	TRUMP	0	0	0	0	0	0	0	0	0	0	They're on line.
288	TRUMP	0	0	0	0	0	0	0	0	0	0	They're waiting.
289	TRUMP	0	0	0	0	0	0	0	0	0	0	We're going to speed up the process, big league, because it's very inefficient.
290	TRUMP	0	0	0	0	0	0	0	0	0	0	But they're on line and they're waiting to become citizens.
291	TRUMP	0	0	0	0	0	0	0	0	0	0	Very unfair that somebody runs across the border, becomes a citizen, under her plan, you have open borders.
292	TRUMP	0	0	0	0	0	0	0	0	0	0	You would have a disaster on trade, and you will have a disaster with your open borders.
293	WALLACE	0	0	0	0	0	0	0	0	0	0	I want to...
294	TRUMP	1	0	0	0	0	1	0	0	0	0	But what she doesn't say is that President Obama has deported millions and millions of people just the way it is.
295	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, I want to...
296	CLINTON	1	0	0	0	1	0	0	0	0	0	We will not have open borders.
297	CLINTON	0	0	0	0	0	0	0	0	0	0	That is...
298	WALLACE	0	0	0	0	0	0	0	0	0	0	Well, let me -- Secretary...
299	CLINTON	0	0	0	0	0	0	0	0	0	0	That is a rank mischaracterization.
300	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton...
301	CLINTON	0	0	0	0	0	0	0	0	0	0	We will have secure borders, but we'll also have reform.
302	CLINTON	0	0	0	0	0	0	0	0	0	0	And this used to be a bipartisan issue.
303	CLINTON	0	0	0	0	0	0	0	0	0	0	Ronald Reagan was the last president...
304	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, excuse me.
305	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton.
306	CLINTON	0	0	0	0	0	0	0	0	0	0	to sign immigration reform, and George W. Bush supported it, as well.
307	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, I want to clear up your position on this issue, because in a speech you gave to a Brazilian bank, for which you were paid $225,000, we've learned from the WikiLeaks, that you said this, and I want to quote.
308	WALLACE	0	0	0	0	0	0	0	0	0	0	My dream is a hemispheric common market with open trade and open borders.
309	WALLACE	0	0	0	0	0	0	0	0	0	0	So that's the question...
310	TRUMP	0	0	0	0	0	0	0	0	0	0	Thank you.
311	WALLACE	0	0	0	0	0	0	0	0	0	0	That's the question.
312	WALLACE	0	0	0	0	0	0	0	0	0	0	Please quiet, everybody.
313	WALLACE	0	0	0	0	0	0	0	0	0	0	Is that your dream, open borders?
314	CLINTON	2	1	0	0	0	1	0	0	0	0	Well, if you went on to read the rest of the sentence, I was talking about energy.
315	CLINTON	0	0	0	0	0	0	0	0	0	0	You know, we trade more energy with our neighbors than we trade with the rest of the world combined.
316	CLINTON	0	0	0	0	0	0	0	0	0	0	And I do want us to have an electric grid, an energy system that crosses borders.
317	CLINTON	0	0	0	0	0	0	0	0	0	0	I think that would be a great benefit to us.
318	CLINTON	0	0	0	0	0	0	0	0	0	0	But you are very clearly quoting from WikiLeaks.
319	CLINTON	0	0	0	0	0	0	0	0	0	0	And what's really important about WikiLeaks is that the Russian government has engaged in espionage against Americans.
320	CLINTON	0	0	0	0	0	0	0	0	0	0	They have hacked American websites, American accounts of private people, of institutions.
321	CLINTON	0	0	0	0	0	0	0	0	0	0	Then they have given that information to WikiLeaks for the purpose of putting it on the Internet.
322	CLINTON	2	0	1	0	0	1	0	0	0	0	This has come from the highest levels of the Russian government, clearly, from Putin himself, in an effort, as 17 of our intelligence agencies have confirmed, to influence our election.
323	CLINTON	0	0	0	0	0	0	0	0	0	0	So I actually think the most important question of this evening, Chris, is, finally, will Donald Trump admit and condemn that the Russians are doing this and make it clear that he will not have the help of Putin in in this election, that he rejects Russian espionage against Americans, which he actually encouraged in the past?
324	CLINTON	0	0	0	0	0	0	0	0	0	0	Those are the questions we need answered.
325	CLINTON	0	0	0	0	0	0	0	0	0	0	We've never had anything like this happen in any of our elections before.
326	WALLACE	0	0	0	0	0	0	0	0	0	0	Well?
327	TRUMP	1	0	0	0	0	0	0	1	0	0	That was a great pivot off the fact that she wants open borders, OK?
328	TRUMP	0	0	0	0	0	0	0	0	0	0	How did we get on to Putin?
329	WALLACE	0	0	0	0	0	0	0	0	0	0	Hold on -- hold on, wait.
330	WALLACE	0	0	0	0	0	0	0	0	0	0	Hold on, folks.
331	WALLACE	0	0	0	0	0	0	0	0	0	0	Because we -- this is going to end up getting out of control.
332	WALLACE	0	0	0	0	0	0	0	0	0	0	Let's try to keep it quiet so -- for the candidates and for the American people.
333	TRUMP	0	0	0	0	0	0	0	0	0	0	So just to finish on the borders...
334	WALLACE	0	0	0	0	0	0	0	0	0	0	Yes?
335	TRUMP	2	0	0	0	0	0	0	1	0	1	She wants open borders.
336	TRUMP	0	0	0	0	0	0	0	0	0	0	People are going to pour into our country.
337	TRUMP	1	0	0	0	0	0	0	0	1	0	People are going to come in from Syria.
338	TRUMP	5	0	1	1	0	0	1	1	1	0	She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people.
339	TRUMP	3	0	1	1	0	0	0	1	0	0	They have no idea where they come from.
340	TRUMP	0	0	0	0	0	0	0	0	0	0	And you see, we are going to stop radical Islamic terrorism in this country.
341	TRUMP	0	0	0	0	0	0	0	0	0	0	She won't even mention the words, and neither will President Obama.
342	TRUMP	1	0	0	0	0	0	0	1	0	0	So I just want to tell you, she wants open borders.
343	TRUMP	0	0	0	0	0	0	0	0	0	0	Now we can talk about Putin.
344	TRUMP	3	0	0	0	0	1	1	1	0	0	I don't know Putin.
345	TRUMP	1	0	0	0	0	0	0	1	0	0	He said nice things about me.
346	TRUMP	0	0	0	0	0	0	0	0	0	0	If we got along well, that would be good.
347	TRUMP	0	0	0	0	0	0	0	0	0	0	If Russia and the United States got along well and went after ISIS, that would be good.
348	TRUMP	0	0	0	0	0	0	0	0	0	0	He has no respect for her.
349	TRUMP	1	0	0	0	0	0	0	1	0	0	He has no respect for our president.
350	TRUMP	1	0	0	0	0	1	0	0	0	0	And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads.
351	TRUMP	0	0	0	0	0	0	0	0	0	0	And she's playing chicken.
352	TRUMP	0	0	0	0	0	0	0	0	0	0	Look, Putin...
353	WALLACE	0	0	0	0	0	0	0	0	0	0	Wait, but...
354	TRUMP	0	0	0	0	0	0	0	0	0	0	from everything I see, has no respect for this person.
355	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, that's because he'd rather have a puppet as president of the United States.
356	TRUMP	0	0	0	0	0	0	0	0	0	0	No puppet.
357	TRUMP	0	0	0	0	0	0	0	0	0	0	No puppet.
358	CLINTON	0	0	0	0	0	0	0	0	0	0	And it's pretty clear...
359	TRUMP	0	0	0	0	0	0	0	0	0	0	You're the puppet!
360	CLINTON	0	0	0	0	0	0	0	0	0	0	It's pretty clear you won't admit...
361	TRUMP	0	0	0	0	0	0	0	0	0	0	No, you're the puppet.
362	CLINTON	4	0	1	1	0	0	0	0	1	1	that the Russians have engaged in cyberattacks against the United States of America, that you encouraged espionage against our people, that you are willing to spout the Putin line, sign up for his wish list, break up NATO, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race.
363	CLINTON	0	0	0	0	0	0	0	0	0	0	So I think that this is such an unprecedented situation.
364	CLINTON	0	0	0	0	0	0	0	0	0	0	We've never had a foreign government trying to interfere in our election.
365	CLINTON	2	0	0	0	0	0	1	0	0	1	We have 17 -- 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin and they are designed to influence our election.
366	CLINTON	0	0	0	0	0	0	0	0	0	0	I find that deeply disturbing.
367	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton...
368	CLINTON	0	0	0	0	0	0	0	0	0	0	And I think it's time you take a stand...
369	TRUMP	4	1	0	0	0	1	0	1	0	1	She has no idea whether it's Russia, China, or anybody else.
370	CLINTON	0	0	0	0	0	0	0	0	0	0	I am not quoting myself.
371	TRUMP	2	0	0	0	0	1	0	1	0	0	She has no idea.
372	CLINTON	0	0	0	0	0	0	0	0	0	0	I am quoting 17...
373	TRUMP	0	0	0	0	0	0	0	0	0	0	Hillary, you have no idea.
374	CLINTON	0	0	0	0	0	0	0	0	0	0	17 intelligence -- do you doubt 17 military and civilian...
375	TRUMP	3	1	0	0	0	0	0	1	1	0	And our country has no idea.
376	CLINTON	0	0	0	0	0	0	0	0	0	0	agencies.
377	TRUMP	0	0	0	0	0	0	0	0	0	0	Yeah, I doubt it.
378	TRUMP	0	0	0	0	0	0	0	0	0	0	I doubt it.
379	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, he'd rather believe Vladimir Putin than the military and civilian intelligence professionals who are sworn to protect us.
380	CLINTON	0	0	0	0	0	0	0	0	0	0	I find that just absolutely...
381	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
382	TRUMP	0	0	0	0	0	0	0	0	0	0	She doesn't like Putin because Putin has outsmarted her at every step of the way.
383	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump...
384	TRUMP	0	0	0	0	0	0	0	0	0	0	Excuse me.
385	TRUMP	0	0	0	0	0	0	0	0	0	0	Putin has outsmarted her in Syria.
386	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump...
387	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
388	TRUMP	0	0	0	0	0	0	0	0	0	0	He's outsmarted her every step of the way.
389	WALLACE	0	0	0	0	0	0	0	0	0	0	I do get to ask some questions.
390	TRUMP	0	0	0	0	0	0	0	0	0	0	Yes, that's fine.
391	WALLACE	0	0	0	0	0	0	0	0	0	0	And I would like to ask you this direct question.
392	WALLACE	0	0	0	0	0	0	0	0	0	0	The top national security officials of this country do believe that Russia has been behind these hacks.
393	WALLACE	0	0	0	0	0	0	0	0	0	0	Even if you don't know for sure whether they are, do you condemn any interference by Russia in the American election?
394	TRUMP	0	0	0	0	0	0	0	0	0	0	By Russia or anybody else.
395	WALLACE	0	0	0	0	0	0	0	0	0	0	You condemn their interference?
396	TRUMP	0	0	0	0	0	0	0	0	0	0	Of course I condemn.
397	TRUMP	0	0	0	0	0	0	0	0	0	0	Of course I -- I don't know Putin.
398	TRUMP	0	0	0	0	0	0	0	0	0	0	I have no idea.
399	WALLACE	0	0	0	0	0	0	0	0	0	0	I'm not asking -- I'm asking do you condemn?
400	TRUMP	0	0	0	0	0	0	0	0	0	0	I never met Putin.
401	TRUMP	0	0	0	0	0	0	0	0	0	0	This is not my best friend.
402	TRUMP	0	0	0	0	0	0	0	0	0	0	But if the United States got along with Russia, wouldn't be so bad.
403	TRUMP	0	0	0	0	0	0	0	0	0	0	Let me tell you, Putin has outsmarted her and Obama at every single step of the way.
404	TRUMP	0	0	0	0	0	0	0	0	0	0	Whether it's Syria, you name it.
405	TRUMP	0	0	0	0	0	0	0	0	0	0	Missiles.
406	TRUMP	0	0	0	0	0	0	0	0	0	0	"Take a look at the ""start up"" that they signed."
407	TRUMP	1	0	1	0	0	0	0	0	0	0	The Russians have said, according to many, many reports, I can't believe they allowed us to do this.
408	TRUMP	2	1	1	0	0	0	0	0	0	0	They create warheads, and we can't.
409	TRUMP	0	0	0	0	0	0	0	0	0	0	The Russians can't believe it.
410	TRUMP	1	0	1	0	0	0	0	0	0	0	She has been outsmarted by Putin.
411	TRUMP	0	0	0	0	0	0	0	0	0	0	And all you have to do is look at the Middle East.
412	TRUMP	0	0	0	0	0	0	0	0	0	0	They've taken over.
413	TRUMP	0	0	0	0	0	0	0	0	0	0	We've spent $6 trillion.
414	TRUMP	0	0	0	0	0	0	0	0	0	0	They've taken over the Middle East.
415	TRUMP	0	0	0	0	0	0	0	0	0	0	She has been outsmarted and outplayed worse than anybody I've ever seen in any government whatsoever.
416	WALLACE	0	0	0	0	0	0	0	0	0	0	We're a long way away from immigration, but I'm going to let you finish this topic.
417	WALLACE	0	0	0	0	0	0	0	0	0	0	You got about 45 seconds.
418	TRUMP	0	0	0	0	0	0	0	0	0	0	And she always will be.
419	CLINTON	1	0	0	0	0	0	0	0	0	1	I -- I find it ironic that he's raising nuclear weapons.
420	CLINTON	2	0	0	1	0	0	0	0	0	1	This is a person who has been very cavalier, even casual about the use of nuclear weapons.
421	CLINTON	1	0	0	1	0	0	0	0	0	0	He's...
422	TRUMP	2	0	0	1	0	0	0	0	0	1	Wrong.
423	CLINTON	3	0	1	1	0	0	0	0	0	1	advocated more countries getting them, Japan, Korea, even Saudi Arabia.
424	CLINTON	1	0	0	0	0	0	0	0	0	1	He said, well, if we have them, why don't we use them, which I think is terrifying.
425	CLINTON	0	0	0	0	0	0	0	0	0	0	But here's the deal.
426	CLINTON	0	0	0	0	0	0	0	0	0	0	The bottom line on nuclear weapons is that when the president gives the order, it must be followed.
427	CLINTON	0	0	0	0	0	0	0	0	0	0	There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so.
428	CLINTON	0	0	0	0	0	0	0	0	0	0	And that's why 10 people who have had that awesome responsibility have come out and, in an unprecedented way, said they would not trust Donald Trump with the nuclear codes or to have his finger on the nuclear button.
429	TRUMP	0	0	0	0	0	0	0	0	0	0	I have 200 generals...
430	WALLACE	0	0	0	0	0	0	0	0	0	0	Very quickly.
431	TRUMP	0	0	0	0	0	0	0	0	0	0	and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients.
432	TRUMP	0	0	0	0	0	0	0	0	0	0	As far as Japan and other countries, we are being ripped off by everybody in the -- we're defending other countries.
433	TRUMP	0	0	0	0	0	0	0	0	0	0	We are spending a fortune doing it.
434	TRUMP	0	0	0	0	0	0	0	0	0	0	They have the bargain of the century.
435	TRUMP	2	0	0	0	0	1	0	0	0	1	All I said is, we have to renegotiate these agreements, because our country cannot afford to defend Saudi Arabia, Japan, Germany, South Korea, and many other places.
436	TRUMP	0	0	0	0	0	0	0	0	0	0	We cannot continue to afford -- she took that as saying nuclear weapons.
437	WALLACE	0	0	0	0	0	0	0	0	0	0	OK.
438	TRUMP	0	0	0	0	0	0	0	0	0	0	Look, she's been proven to be a liar on so many different ways.
439	TRUMP	0	0	0	0	0	0	0	0	0	0	This is just another lie.
440	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, I'm just quoting you when you were asked...
441	TRUMP	1	0	0	1	0	0	0	0	0	0	There's no quote.
442	TRUMP	2	0	0	1	0	0	0	0	0	1	You're not going to find a quote from me.
443	CLINTON	1	0	0	0	0	0	0	0	0	1	about a potential nuclear -- nuclear competition in Asia, you said, you know, go ahead, enjoy yourselves, folks.
444	CLINTON	0	0	0	0	0	0	0	0	0	0	That kind...
445	TRUMP	1	0	0	0	0	0	0	0	0	1	And defend yourselves.
446	CLINTON	0	0	0	0	0	0	0	0	0	0	of language -- well...
447	TRUMP	1	0	0	0	0	0	0	0	0	1	And defend yourselves.
448	TRUMP	3	0	0	1	0	0	0	1	0	1	I didn't say nuclear.
449	TRUMP	1	0	0	0	0	0	0	0	0	1	And defend yourself.
450	CLINTON	0	0	0	0	0	0	0	0	0	0	The United States has kept the peace -- the United States has kept the peace through our alliances.
451	CLINTON	0	0	0	0	0	0	0	0	0	0	Donald wants to tear up our alliances.
452	CLINTON	0	0	0	0	0	0	0	0	0	0	I think it makes the world safer and, frankly, it makes the United States safer.
453	CLINTON	0	0	0	0	0	0	0	0	0	0	I would work with our allies in Asia, in Europe, in the Middle East, and elsewhere.
454	CLINTON	0	0	0	0	0	0	0	0	0	0	That's the only way we're going to be able to keep the peace.
455	WALLACE	0	0	0	0	0	0	0	0	0	0	We're going to -- no, we are going to move on to the next topic, which is the economy.
456	WALLACE	0	0	0	0	0	0	0	0	0	0	And I hope we handle that as well as we did immigration.
457	WALLACE	0	0	0	0	0	0	0	0	0	0	You also have very different ideas about how to get the economy growing faster.
458	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, in your plan, government plays a big role.
459	WALLACE	0	0	0	0	0	0	0	0	0	0	You see more government spending, more entitlements, more tax credits, more tax penalties.
460	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump, you want to get government out with lower taxes and less regulation.
461	TRUMP	0	0	0	0	0	0	0	0	0	0	Yes.
462	WALLACE	0	0	0	0	0	0	0	0	0	0	We're going to drill down into this a little bit more.
463	WALLACE	0	0	0	0	0	0	0	0	0	0	But in this overview, please explain to me why you believe that your plan will create more jobs and growth for this country and your opponent's plan will not.
464	WALLACE	0	0	0	0	0	0	0	0	0	0	In this round, you go first, Secretary Clinton.
465	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, I think when the middle class thrives, America thrives.
466	CLINTON	0	0	0	0	0	0	0	0	0	0	And so my plan is based on growing the economy, giving middle-class families many more opportunities.
467	CLINTON	1	0	0	0	0	0	1	0	0	0	I want us to have the biggest jobs program since World War II, jobs in infrastructure and advanced manufacturing.
468	CLINTON	0	0	0	0	0	0	0	0	0	0	I think we can compete with high-wage countries, and I believe we should.
469	CLINTON	0	0	0	0	0	0	0	0	0	0	New jobs and clean energy, not only to fight climate change, which is a serious problem, but to create new opportunities and new businesses.
470	CLINTON	0	0	0	0	0	0	0	0	0	0	I want us to do more to help small business.
471	CLINTON	0	0	0	0	0	0	0	0	0	0	That's where two- thirds of the new jobs are going to come from.
472	CLINTON	0	0	0	0	0	0	0	0	0	0	I want us to raise the national minimum wage, because people who live in poverty should not -- who work full-time should not still be in poverty.
473	CLINTON	0	0	0	0	0	0	0	0	0	0	And I sure do want to make sure women get equal pay for the work we do.
474	CLINTON	0	0	0	0	0	0	0	0	0	0	I feel strongly that we have to have an education system that starts with preschool and goes through college.
475	CLINTON	0	0	0	0	0	0	0	0	0	0	That's why I want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future.
476	CLINTON	1	1	0	0	0	0	0	0	0	0	I want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that I worked on with Bernie Sanders is enacted.
477	CLINTON	0	0	0	0	0	0	0	0	0	0	And we're going to work hard to make sure that it is, because we are going to go where the money is.
478	CLINTON	0	0	0	0	0	0	0	0	0	0	Most of the gains in the last years since the Great Recession have gone to the very top.
479	CLINTON	0	0	0	0	0	0	0	0	0	0	So we are going to have the wealthy pay their fair share.
480	CLINTON	0	0	0	0	0	0	0	0	0	0	We're going to have corporations make a contribution greater than they are now to our country.
481	CLINTON	1	0	0	0	0	1	0	0	0	0	That is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs.
482	CLINTON	2	0	0	0	0	1	0	0	1	0	By contrast, Donald's plan has been analyzed to conclude it might lose 3.5 million jobs.
483	CLINTON	0	0	0	0	0	0	0	0	0	0	Why?
484	CLINTON	1	0	0	0	0	0	0	1	0	0	Because his whole plan is to cut taxes, to give the biggest tax breaks ever to the wealthy and to corporations, adding $20 trillion to our debt, and causing the kind of dislocation that we have seen before, because it truly will be trickle-down economics on steroids.
485	CLINTON	0	0	0	0	0	0	0	0	0	0	So the plan I have I think will actually produce greater opportunities.
486	CLINTON	0	0	0	0	0	0	0	0	0	0	The plan he has will cost us jobs and possibly lead to another Great Recession.
487	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary, thank you.
488	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump, why will your plan create more jobs and growth than Secretary Clinton's?
489	TRUMP	4	1	1	1	0	0	1	0	0	0	Well, first of all, before I start on my plan, her plan is going to raise taxes and even double your taxes.
490	TRUMP	0	0	0	0	0	0	0	0	0	0	Her tax plan is a disaster.
491	TRUMP	0	0	0	0	0	0	0	0	0	0	And she can say all she wants about college tuition.
492	TRUMP	0	0	0	0	0	0	0	0	0	0	And I'm a big proponent.
493	TRUMP	0	0	0	0	0	0	0	0	0	0	We're going to do a lot of things for college tuition.
494	TRUMP	0	0	0	0	0	0	0	0	0	0	But the rest of the public's going to be paying for it.
495	TRUMP	1	0	0	0	0	0	0	0	0	1	We will have a massive, massive tax increase under Hillary Clinton's plan.
496	TRUMP	2	0	0	0	0	1	0	0	1	0	But I'd like to start off where we left, because when I said Japan and Germany, and I'm -- not to single them out, but South Korea, these are very rich, powerful countries.
497	TRUMP	1	0	0	0	0	1	0	0	0	0	Saudi Arabia, nothing but money.
498	TRUMP	1	0	0	0	0	1	0	0	0	0	We protect Saudi Arabia.
499	TRUMP	0	0	0	0	0	0	0	0	0	0	Why aren't they paying?
500	TRUMP	0	0	0	0	0	0	0	0	0	0	She immediately -- when she heard this, I questioned it, and I questioned NATO.
501	TRUMP	0	0	0	0	0	0	0	0	0	0	Why aren't the NATO questioned -- why aren't they paying?
502	TRUMP	0	0	0	0	0	0	0	0	0	0	Because they weren't paying.
503	TRUMP	2	0	0	1	0	1	0	0	0	0	Since I did this -- this was a year ago -- all of a sudden, they're paying.
504	TRUMP	2	0	0	1	0	1	0	0	0	0	And I've been given a lot -- a lot of credit for it.
505	TRUMP	2	0	0	1	0	1	0	0	0	0	All of a sudden, they're starting to pay up.
506	TRUMP	1	0	0	0	0	1	0	0	0	0	They have to pay up.
507	TRUMP	0	0	0	0	0	0	0	0	0	0	We're protecting people, they have to pay up.
508	TRUMP	0	0	0	0	0	0	0	0	0	0	And I'm a big fan of NATO.
509	TRUMP	2	0	0	0	0	1	0	1	0	0	But they have to pay up.
510	TRUMP	0	0	0	0	0	0	0	0	0	0	She comes out and said, we love our allies, we think our allies are great.
511	TRUMP	0	0	0	0	0	0	0	0	0	0	Well, it's awfully hard to get them to pay up when you have somebody saying we think how great they are.
512	TRUMP	1	0	0	0	0	0	0	0	1	0	We have to tell Japan in a very nice way, we have to tell Germany, all of these countries, South Korea, we have to say, you have to help us out.
513	TRUMP	2	0	0	0	0	0	0	1	0	1	We have, during his regime, during President Obama's regime, we've doubled our national debt.
514	TRUMP	0	0	0	0	0	0	0	0	0	0	We're up to $20 trillion.
515	TRUMP	0	0	0	0	0	0	0	0	0	0	So my plan -- we're going to renegotiate trade deals.
516	TRUMP	0	0	0	0	0	0	0	0	0	0	We're going to have a lot of free trade.
517	TRUMP	0	0	0	0	0	0	0	0	0	0	We're going to have free trade, more free trade than we have right now.
518	TRUMP	0	0	0	0	0	0	0	0	0	0	But we have horrible deals.
519	TRUMP	0	0	0	0	0	0	0	0	0	0	Our jobs are being taken out by the deal that her husband signed, NAFTA, one of the worst deals ever.
520	TRUMP	1	0	0	1	0	0	0	0	0	0	Our jobs are being sucked out of our economy.
521	TRUMP	1	0	0	1	0	0	0	0	0	0	You look at all of the places that I just left, you go to Pennsylvania, you go to Ohio, you go to Florida, you go to any of them.
522	TRUMP	1	0	0	1	0	0	0	0	0	0	You go upstate New York.
523	TRUMP	1	0	0	1	0	0	0	0	0	0	Our jobs have fled to Mexico and other places.
524	TRUMP	0	0	0	0	0	0	0	0	0	0	We're bringing our jobs back.
525	TRUMP	0	0	0	0	0	0	0	0	0	0	I am going to renegotiate NAFTA.
526	TRUMP	0	0	0	0	0	0	0	0	0	0	And if I can't make a great deal -- then we're going to terminate NAFTA and we're going to create new deals.
527	TRUMP	0	0	0	0	0	0	0	0	0	0	We're going to have trade, but we're going -- we're going to terminate it, we're going to make a great trade deal.
528	TRUMP	0	0	0	0	0	0	0	0	0	0	And if we can't, we're going to do it -- we're going to go a separate way, because it has been a disaster.
529	TRUMP	0	0	0	0	0	0	0	0	0	0	We are going to cut taxes massively.
530	TRUMP	0	0	0	0	0	0	0	0	0	0	We're going to cut business taxes massively.
531	TRUMP	0	0	0	0	0	0	0	0	0	0	They're going to start hiring people.
532	TRUMP	0	0	0	0	0	0	0	0	0	0	We're going to bring the $2.5 trillion...
533	WALLACE	0	0	0	0	0	0	0	0	0	0	Time, Mr. Trump.
534	TRUMP	0	0	0	0	0	0	0	0	0	0	that's offshore back into the country.
535	TRUMP	0	0	0	0	0	0	0	0	0	0	We are going to start the engine rolling again, because...
536	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump?
537	TRUMP	0	0	0	0	0	0	0	0	0	0	right now, our country is dying at 1 percent GDP.
538	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, let me translate that, if I can, Chris, because...
539	TRUMP	0	0	0	0	0	0	0	0	0	0	You can't.
540	CLINTON	2	0	0	0	0	1	1	0	0	0	the fact is, he's going to advocate for the largest tax cuts we've ever seen, three times more than the tax cuts under the Bush administration.
541	CLINTON	0	0	0	0	0	0	0	0	0	0	I have said repeatedly throughout this campaign: I will not raise taxes on anyone making $250,000 or less.
542	CLINTON	6	1	1	1	0	0	0	1	1	1	I also will not add a penny to the debt.
543	CLINTON	1	0	0	1	0	0	0	0	0	0	I have costed out what I'm going to do.
544	CLINTON	2	0	0	1	0	0	0	0	1	0	He will, through his massive tax cuts, add $20 trillion to the debt.
545	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, he mentioned the debt.
546	CLINTON	0	0	0	0	0	0	0	0	0	0	We know how to get control of the debt.
547	CLINTON	1	0	0	0	0	0	0	0	1	0	When my husband was president, we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt.
548	CLINTON	1	0	0	0	0	0	0	0	0	1	When President Obama came into office, he inherited the worst economic disaster since the Great Depression.
